Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Battery_voltage
16957361;2022-01-01 04:20:16;1;1;2022;4;20;16;25.93;70;14439;24.27;8.17;14;0.179;6.9963;4
16957616;2022-01-01 04:30:38;1;1;2022;4;30;38;26.16;69;13897;24.27;8.12;14;0.178;6.9947;4
16957746;2022-01-01 04:35:49;1;1;2022;4;35;49;26.31;68;18639;24.29;8.1;14;0.178;6.9964;4
16958016;2022-01-01 04:46:16;1;1;2022;4;46;16;26.4;68;4052;24.32;8.07;14;0.177;6.9981;3.92
16958151;2022-01-01 04:51:32;1;1;2022;4;51;32;25.94;69;5351;24.32;8.12;14;0.178;6.9989;3.93
16958278;2022-01-01 04:56:43;1;1;2022;4;56;43;26.55;67;7994;24.34;8.14;14;0.178;6.9985;3.96
16958413;2022-01-01 05:01:54;1;1;2022;5;1;54;26.13;69;7080;24.37;8.21;14;0.179;6.9981;3.95
16958543;2022-01-01 05:07:12;1;1;2022;5;7;12;25.76;70;5624;24.37;8.24;14;0.18;7.0017;3.93
16958667;2022-01-01 05:12:23;1;1;2022;5;12;23;25.09;72;3850;24.42;8.14;14;0.177;7.0005;3.92
16958910;2022-01-01 05:22:45;1;1;2022;5;22;45;25.46;71;4544;24.47;8.17;14;0.178;7.002;3.92
16959170;2022-01-01 05:33:19;1;1;2022;5;33;19;25.64;71;7187;24.47;8.17;14;0.178;7;3.96
16959299;2022-01-01 05:38:31;1;1;2022;5;38;31;25.96;70;13258;24.52;8.21;14;0.178;6.9982;4
16959435;2022-01-01 05:43:48;1;1;2022;5;43;48;26.67;69;12677;24.54;8.17;14;0.177;6.9979;4
16959575;2022-01-01 05:49:10;1;1;2022;5;49;10;27.16;65;13516;24.62;8.12;14;0.175;7.0001;4
16959837;2022-01-01 05:59:57;1;1;2022;5;59;57;27.42;65;14584;24.62;8.12;14;0.175;7.0031;4
16959959;2022-01-01 06:05:06;1;1;2022;6;5;6;27.64;65;15827;24.64;8.03;14;0.173;7.0023;4
16960464;2022-01-01 06:25:58;1;1;2022;6;25;58;27.07;65;13038;24.77;8.14;14;0.175;7.0051;4
16960597;2022-01-01 06:31:09;1;1;2022;6;31;9;27.26;66;3724;24.77;8.12;14;0.174;7.0051;3.91
16960716;2022-01-01 06:36:19;1;1;2022;6;36;19;27.31;64;11571;24.79;8.24;14;0.177;7.0077;4
16960851;2022-01-01 06:41:29;1;1;2022;6;41;29;26.35;68;12998;24.84;8.1;14;0.173;7.0081;4
16960986;2022-01-01 06:46:40;1;1;2022;6;46;40;27.28;66;13724;24.84;8.03;14;0.172;7.0083;4
16961103;2022-01-01 06:51:50;1;1;2022;6;51;50;27.54;64;11206;24.92;8.01;14;0.171;7.0067;4
16961219;2022-01-01 06:57:00;1;1;2022;6;57;0;27.89;64;12013;24.94;8.03;14;0.171;7.0079;4
16961620;2022-01-01 07:12:41;1;1;2022;7;12;41;27.72;66;4980;25.04;8.03;14;0.17;7.0116;3.93
16961743;2022-01-01 07:18:03;1;1;2022;7;18;3;26.45;69;4101;25.07;8.03;14;0.17;7.0116;3.92
16961996;2022-01-01 07:28:47;1;1;2022;7;28;47;26.47;70;4137;25.14;8.12;14;0.171;7.0106;3.92
16962133;2022-01-01 07:33:58;1;1;2022;7;33;58;26.31;70;3692;25.19;7.96;14;0.168;7.0127;3.92
16962263;2022-01-01 07:39:09;1;1;2022;7;39;9;25.97;72;9934;25.24;8.03;14;0.169;7.0101;3.99
16962386;2022-01-01 07:44:20;1;1;2022;7;44;20;26.16;71;2886;25.24;8.14;14;0.171;7.0122;3.91
16962512;2022-01-01 07:49:31;1;1;2022;7;49;31;26.04;72;3318;25.29;8.07;14;0.169;7.0115;3.92
16963038;2022-01-01 08:10:25;1;1;2022;8;10;25;26.26;70;7411;25.47;8.03;14;0.167;7.0103;3.9
16963304;2022-01-01 08:21:05;1;1;2022;8;21;5;26.23;70;6668;25.52;8.1;14;0.168;7.0109;3.9
16963438;2022-01-01 08:26:28;1;1;2022;8;26;28;26.33;68;7082;25.54;8.03;14;0.166;7.0108;3.9
16963567;2022-01-01 08:31:38;1;1;2022;8;31;38;26.2;69;7061;25.59;8.03;14;0.166;7.011;3.9
16963700;2022-01-01 08:36:49;1;1;2022;8;36;49;25.94;71;4361;25.59;8.05;14;0.167;7.0108;3.94
16963849;2022-01-01 08:42:00;1;1;2022;8;42;0;25.6;72;3008;25.64;8.12;14;0.168;7.0112;3.92
16964244;2022-01-01 08:57:39;1;1;2022;8;57;39;24.68;75;1335;25.72;8.01;14;0.165;7.0119;3.9
16964372;2022-01-01 09:02:51;1;1;2022;9;2;51;24.03;78;1575;25.74;7.89;14;0.162;7.0111;3.9
16964512;2022-01-01 09:08:03;1;1;2022;9;8;3;24.38;77;1700;25.74;8.03;14;0.165;7.0111;3.9
16964657;2022-01-01 09:13:16;1;1;2022;9;13;16;24.54;76;1464;25.77;8.01;14;0.164;7.0102;3.9
16964791;2022-01-01 09:18:28;1;1;2022;9;18;28;24.24;76;1322;25.79;8.07;14;0.165;7.0103;3.9
16964939;2022-01-01 09:23:40;1;1;2022;9;23;40;24.15;76;1378;25.82;8.12;14;0.166;7.01;3.9
16965070;2022-01-01 09:28:53;1;1;2022;9;28;53;24.08;76;1109;25.84;8.03;14;0.164;7.0109;3.9
16965219;2022-01-01 09:34:05;1;1;2022;9;34;5;23.85;77;1105;25.84;7.94;14;0.162;7.0101;3.9
16965500;2022-01-01 09:44:30;1;1;2022;9;44;30;23.66;78;919;25.87;8.07;14;0.165;7.0092;3.9
16965628;2022-01-01 09:49:43;1;1;2022;9;49;43;23.52;78;917;25.89;8.12;14;0.166;7.009;3.9
16965764;2022-01-01 09:54:56;1;1;2022;9;54;56;23.35;79;767;25.89;8.12;14;0.166;7.0089;3.89
16966044;2022-01-01 10:05:28;1;1;2022;10;5;28;22.98;80;595;25.92;8.01;13;0.163;7.0088;3.89
16966176;2022-01-01 10:10:41;1;1;2022;10;10;41;22.87;81;496;25.97;8.03;13;0.163;7.0079;3.89
16966883;2022-01-01 10:37:04;1;1;2022;10;37;4;22.35;82;53;25.92;7.91;13;0.161;7.0063;3.9
16967014;2022-01-01 10:42:18;1;1;2022;10;42;18;22.19;82;20;25.92;7.98;13;0.162;7.006;3.9
16967154;2022-01-01 10:47:33;1;1;2022;10;47;33;22.11;82;5;25.89;7.96;13;0.162;7.0056;3.9
16967287;2022-01-01 10:52:47;1;1;2022;10;52;47;22.01;83;0;25.89;7.96;13;0.162;7.0053;3.9
16967430;2022-01-01 10:58:01;1;1;2022;10;58;1;21.94;83;0;25.87;7.98;13;0.163;7.0049;3.9
16967571;2022-01-01 11:03:16;1;1;2022;11;3;16;21.88;84;0;25.89;8.01;13;0.163;7.0047;3.9
16967849;2022-01-01 11:13:53;1;1;2022;11;13;53;21.64;85;0;25.84;7.98;13;0.163;7.004;3.89
16967980;2022-01-01 11:19:08;1;1;2022;11;19;8;21.58;85;0;25.84;8.05;13;0.165;7.0039;3.89
16968260;2022-01-01 11:29:36;1;1;2022;11;29;36;21.55;86;0;25.82;8.01;13;0.164;7.0027;3.89
16968544;2022-01-01 11:40:09;1;1;2022;11;40;9;21.6;86;0;25.87;8.07;13;0.165;7.0016;3.89
16968694;2022-01-01 11:45:24;1;1;2022;11;45;24;21.54;86;0;25.82;8.14;13;0.167;7.0013;3.89
16968832;2022-01-01 11:50:39;1;1;2022;11;50;39;21.52;86;0;25.82;7.98;13;0.163;7.0009;3.89
16969107;2022-01-01 12:01:13;1;1;2022;12;1;13;21.43;86;0;25.77;7.89;13;0.162;7.0002;3.89
16969237;2022-01-01 12:06:27;1;1;2022;12;6;27;21.44;86;0;25.74;7.94;13;0.163;6.9997;3.89
16969361;2022-01-01 12:11:42;1;1;2022;12;11;42;21.43;86;0;25.72;7.91;13;0.162;6.9991;3.89
16969631;2022-01-01 12:22:10;1;1;2022;12;22;10;21.61;85;0;25.69;8.03;13;0.165;6.9988;3.89
16969757;2022-01-01 12:27:23;1;1;2022;12;27;23;21.52;86;0;25.69;8.01;13;0.165;6.9983;3.89
16969894;2022-01-01 12:32:37;1;1;2022;12;32;37;21.44;87;0;25.67;8.01;13;0.165;6.9982;3.89
16970018;2022-01-01 12:37:52;1;1;2022;12;37;52;21.47;87;0;25.67;7.96;13;0.164;6.9978;3.89
16970155;2022-01-01 12:43:07;1;1;2022;12;43;7;21.53;86;0;25.64;8.01;13;0.165;6.998;3.89
16970280;2022-01-01 12:48:21;1;1;2022;12;48;21;21.53;87;0;25.62;7.84;13;0.162;6.9971;3.89
16970412;2022-01-01 12:53:36;1;1;2022;12;53;36;21.54;87;0;25.57;7.96;13;0.165;6.997;3.89
16970558;2022-01-01 12:58:50;1;1;2022;12;58;50;21.53;87;0;25.59;8.01;13;0.166;6.9965;3.89
16970696;2022-01-01 13:04:05;1;1;2022;13;4;5;21.46;87;0;25.57;7.89;13;0.163;6.9961;3.89
16970971;2022-01-01 13:14:38;1;1;2022;13;14;38;21.3;88;0;25.52;7.98;13;0.166;6.9959;3.89
16971104;2022-01-01 13:19:51;1;1;2022;13;19;51;21.24;88;0;25.52;8.07;13;0.167;6.9954;3.89
16971231;2022-01-01 13:25:06;1;1;2022;13;25;6;21.14;88;0;25.49;7.96;13;0.165;6.9951;3.89
16971629;2022-01-01 13:41:10;1;1;2022;13;41;10;21.21;88;0;25.44;7.96;13;0.166;6.9942;3.89
16971750;2022-01-01 13:46:24;1;1;2022;13;46;24;21.11;89;0;25.44;7.91;13;0.165;6.9935;3.89
16972279;2022-01-01 14:07:33;1;1;2022;14;7;33;21.07;89;0;25.39;7.91;13;0.165;6.9924;3.89
16972542;2022-01-01 14:18:08;1;1;2022;14;18;8;21.24;88;0;25.34;7.98;13;0.167;6.9916;3.89
16972781;2022-01-01 14:28:42;1;1;2022;14;28;42;21.25;88;0;25.24;7.91;13;0.166;6.9908;3.89
16973030;2022-01-01 14:39:22;1;1;2022;14;39;22;21.01;89;0;25.27;7.91;13;0.166;6.9907;3.89
16973150;2022-01-01 14:44:36;1;1;2022;14;44;36;20.94;90;0;25.24;7.94;13;0.167;6.9905;3.89
16973273;2022-01-01 14:49:50;1;1;2022;14;49;50;21.09;89;0;25.27;7.96;13;0.167;6.9901;3.89
16973508;2022-01-01 15:00:18;1;1;2022;15;0;18;21.14;89;0;25.22;7.84;13;0.165;6.9898;3.89
16973628;2022-01-01 15:05:32;1;1;2022;15;5;32;21.13;89;0;25.22;7.89;13;0.166;6.9896;3.89
16973753;2022-01-01 15:10:47;1;1;2022;15;10;47;21.04;89;0;25.19;7.91;13;0.167;6.9896;3.89
16974130;2022-01-01 15:26:43;1;1;2022;15;26;43;20.95;89;0;25.17;7.98;13;0.168;6.9884;3.89
16974247;2022-01-01 15:31:57;1;1;2022;15;31;57;20.95;89;0;25.19;7.89;13;0.166;6.9888;3.89
16974738;2022-01-01 15:53:18;1;1;2022;15;53;18;20.89;89;0;25.07;7.84;13;0.166;6.9873;3.89
16974862;2022-01-01 15:58:32;1;1;2022;15;58;32;20.83;90;0;25.04;7.82;13;0.166;6.9867;3.89
16975105;2022-01-01 16:09:06;1;1;2022;16;9;6;21;89;0;25.04;7.87;13;0.167;6.987;3.89
16975233;2022-01-01 16:14:20;1;1;2022;16;14;20;21.02;89;0;25.04;8.01;13;0.17;6.9863;3.89
16975355;2022-01-01 16:19:34;1;1;2022;16;19;34;21.09;88;0;25.02;7.87;13;0.167;6.9857;3.89
16975479;2022-01-01 16:24:48;1;1;2022;16;24;48;21.28;88;0;25.07;7.82;13;0.166;6.9856;3.89
16975718;2022-01-01 16:35:23;1;1;2022;16;35;23;21.34;87;0;24.97;7.91;13;0.168;6.9858;3.89
16976089;2022-01-01 16:51:11;1;1;2022;16;51;11;21.34;87;0;24.92;7.89;13;0.168;6.9853;3.89
16976200;2022-01-01 16:56:26;1;1;2022;16;56;26;21.4;87;0;24.92;7.84;13;0.167;6.9858;3.89
16976436;2022-01-01 17:07:00;1;1;2022;17;7;0;21.27;88;0;24.89;7.96;13;0.17;6.985;3.89
16976672;2022-01-01 17:17:34;1;1;2022;17;17;34;21.09;89;0;24.87;7.96;13;0.17;6.985;3.89
16976794;2022-01-01 17:22:48;1;1;2022;17;22;48;20.86;90;0;24.84;7.89;13;0.169;6.9854;3.89
16976919;2022-01-01 17:28:02;1;1;2022;17;28;2;20.72;90;0;24.84;7.87;13;0.169;6.985;3.89
16977301;2022-01-01 17:44:04;1;1;2022;17;44;4;20.66;90;0;24.79;7.87;13;0.169;6.9837;3.89
16977424;2022-01-01 17:49:18;1;1;2022;17;49;18;20.92;89;0;24.77;7.82;13;0.168;6.9839;3.89
16977551;2022-01-01 17:54:32;1;1;2022;17;54;32;20.86;89;0;24.82;7.91;13;0.17;6.9835;3.89
16978479;2022-01-01 18:32:14;1;1;2022;18;32;14;20.55;91;0;24.67;7.82;13;0.169;6.9817;3.89
16978984;2022-01-01 18:53:30;1;1;2022;18;53;30;20.79;90;0;24.64;7.89;13;0.171;6.9811;3.89
16979359;2022-01-01 19:09:25;1;1;2022;19;9;25;20.84;90;0;24.62;7.89;13;0.171;6.9806;3.89
16979477;2022-01-01 19:14:44;1;1;2022;19;14;44;20.85;90;0;24.59;7.78;13;0.169;6.9804;3.89
16979708;2022-01-01 19:25:12;1;1;2022;19;25;12;20.69;90;0;24.57;7.78;12;0.169;6.9805;3.89
16979829;2022-01-01 19:30:27;1;1;2022;19;30;27;20.62;91;0;24.57;7.82;13;0.17;6.9801;3.89
16980070;2022-01-01 19:41:10;1;1;2022;19;41;10;20.32;92;0;24.52;7.94;12;0.172;6.9798;3.88
16980193;2022-01-01 19:46:24;1;1;2022;19;46;24;20.26;92;0;24.54;7.78;12;0.169;6.9799;3.88
16980317;2022-01-01 19:51:38;1;1;2022;19;51;38;20.25;93;0;24.52;7.94;12;0.172;6.9795;3.88
16980437;2022-01-01 19:56:53;1;1;2022;19;56;53;20.26;93;0;24.52;7.87;12;0.171;6.9792;3.88
16980554;2022-01-01 20:02:07;1;1;2022;20;2;7;20.42;92;0;24.49;7.82;12;0.17;6.9788;3.88
16980678;2022-01-01 20:07:22;1;1;2022;20;7;22;20.44;92;0;24.49;7.89;12;0.172;6.9788;3.88
16981173;2022-01-01 20:28:41;1;1;2022;20;28;41;20.55;92;0;24.44;7.82;12;0.171;6.9776;3.88
16981291;2022-01-01 20:33:55;1;1;2022;20;33;55;20.55;92;0;24.47;7.87;12;0.171;6.9775;3.88
16981417;2022-01-01 20:39:09;1;1;2022;20;39;9;20.55;91;0;24.42;7.78;12;0.17;6.9773;3.88
16981543;2022-01-01 20:44:23;1;1;2022;20;44;23;20.7;91;0;24.42;7.89;12;0.172;6.9769;3.88
16981671;2022-01-01 20:49:38;1;1;2022;20;49;38;20.88;90;0;24.42;7.84;12;0.171;6.9769;3.88
16982429;2022-01-01 21:22:09;1;1;2022;21;22;9;20.22;94;0;24.34;7.75;12;0.17;6.9768;3.88
16982551;2022-01-01 21:27:24;1;1;2022;21;27;24;20.19;94;0;24.34;7.78;12;0.171;6.9764;3.88
16982780;2022-01-01 21:37:59;1;1;2022;21;37;59;20.19;94;0;24.32;7.8;12;0.171;6.9758;3.88
16982904;2022-01-01 21:43:13;1;1;2022;21;43;13;20.24;94;0;24.32;7.82;12;0.172;6.9759;3.88
16983021;2022-01-01 21:48:28;1;1;2022;21;48;28;20.3;94;0;24.27;7.89;12;0.173;6.9753;3.88
16983144;2022-01-01 21:53:42;1;1;2022;21;53;42;20.33;94;0;24.24;7.94;12;0.175;6.9748;3.88
16983637;2022-01-01 22:15:05;1;1;2022;22;15;5;20.46;93;0;24.27;7.82;12;0.172;6.9742;3.88
16984004;2022-01-01 22:31:00;1;1;2022;22;31;0;20.17;94;0;24.27;7.84;12;0.172;6.974;3.88
16984128;2022-01-01 22:36:15;1;1;2022;22;36;15;20.11;95;0;24.24;7.84;12;0.173;6.9735;3.88
16984363;2022-01-01 22:46:58;1;1;2022;22;46;58;20.04;95;0;24.27;7.94;12;0.174;6.9735;3.88
16984739;2022-01-01 23:02:48;1;1;2022;23;2;48;19.97;95;7;24.19;7.82;12;0.173;6.9728;3.88
16984960;2022-01-01 23:13:40;1;1;2022;23;13;40;20.1;95;57;24.22;7.89;12;0.174;6.9725;3.88
16985074;2022-01-01 23:18:56;1;1;2022;23;18;56;20.17;95;104;24.16;7.89;12;0.174;6.9719;3.88
16985184;2022-01-01 23:24:11;1;1;2022;23;24;11;20.35;94;130;24.16;7.87;12;0.174;6.9713;3.88
16985436;2022-01-01 23:34:47;1;1;2022;23;34;47;20.64;93;474;24.14;7.8;12;0.172;6.9708;3.88
16985555;2022-01-01 23:40:02;1;1;2022;23;40;2;20.68;93;665;24.11;7.75;12;0.172;6.9709;3.88
16985795;2022-01-01 23:50:31;1;1;2022;23;50;31;20.85;92;617;24.11;7.84;12;0.174;6.9704;3.88
16985929;2022-01-01 23:55:46;1;1;2022;23;55;46;20.96;92;509;24.11;7.89;12;0.175;6.9702;3.87
16986282;2022-01-02 00:11:41;1;2;2022;0;11;41;21.47;89;1888;24.11;7.87;11;0.174;6.9698;3.89
16986529;2022-01-02 00:22:15;1;2;2022;0;22;15;21.89;88;1555;24.06;7.84;12;0.174;6.97;3.89
16986645;2022-01-02 00:27:29;1;2;2022;0;27;29;21.98;88;1678;24.06;7.73;12;0.172;6.9699;3.89
16986766;2022-01-02 00:32:43;1;2;2022;0;32;43;22.22;87;1989;24.06;7.96;12;0.176;6.9704;3.89
16987006;2022-01-02 00:43:09;1;2;2022;0;43;9;22.69;85;1546;24.04;7.73;12;0.172;6.9715;3.89
16987516;2022-01-02 00:53:41;1;2;2022;0;53;41;23.42;83;2239;24.04;7.73;12;0.172;6.9715;3.9
16987971;2022-01-02 00:58:54;1;2;2022;0;58;54;23.4;83;1995;24.04;7.73;12;0.172;6.9723;3.89
16988423;2022-01-02 01:04:07;1;2;2022;1;4;7;23.35;83;2273;24.04;7.82;12;0.174;6.9722;3.9
16988821;2022-01-02 01:09:20;1;2;2022;1;9;20;23.01;84;2463;24.04;7.75;12;0.172;6.9737;3.9
16989234;2022-01-02 01:14:33;1;2;2022;1;14;33;22.72;86;4990;24.01;7.73;12;0.172;6.9728;3.9
16989559;2022-01-02 01:19:46;1;2;2022;1;19;46;23.35;83;5369;24.04;7.75;12;0.172;6.9734;3.9
16989942;2022-01-02 01:35:29;1;2;2022;1;35;29;24.16;80;7152;24.01;7.82;12;0.174;6.974;3.92
16990061;2022-01-02 01:40:41;1;2;2022;1;40;41;24.73;79;8139;24.01;7.75;12;0.172;6.9752;3.92
16990197;2022-01-02 01:45:53;1;2;2022;1;45;53;24.88;78;8033;24.01;7.82;12;0.174;6.974;3.94
16990323;2022-01-02 01:51:05;1;2;2022;1;51;5;24.94;77;4733;24.01;7.73;12;0.172;6.9757;3.93
16990450;2022-01-02 01:56:18;1;2;2022;1;56;18;25.15;78;4437;24.04;7.75;12;0.172;6.9759;3.92
16990586;2022-01-02 02:01:30;1;2;2022;2;1;30;25.67;75;5290;24.01;7.73;12;0.172;6.9775;3.93
16990974;2022-01-02 02:17:35;1;2;2022;2;17;35;25.09;76;8708;24.04;7.89;12;0.175;6.9809;4
16991223;2022-01-02 02:27:58;1;2;2022;2;27;58;25.29;76;7131;24.04;7.87;12;0.175;6.9808;3.97
16991607;2022-01-02 02:43:42;1;2;2022;2;43;42;25.89;73;16249;24.09;7.78;12;0.172;6.9835;4
16991861;2022-01-02 02:54:16;1;2;2022;2;54;16;26.13;74;13882;24.11;7.8;12;0.173;6.9833;4
16991983;2022-01-02 02:59:27;1;2;2022;2;59;27;26.79;71;12663;24.11;7.78;12;0.172;6.9841;4
16992110;2022-01-02 03:04:38;1;2;2022;3;4;38;26.86;69;15358;24.14;7.75;12;0.171;6.9859;4
16992748;2022-01-02 03:30:45;1;2;2022;3;30;45;26.34;69;4489;24.24;7.75;12;0.171;6.992;3.93
16992749;2022-01-02 03:30:50;1;2;2022;3;30;50;26.34;69;4489;24.24;7.75;12;0.171;6.992;3.93
16992868;2022-01-02 03:36:00;1;2;2022;3;36;0;26.78;69;16321;24.27;7.84;12;0.172;6.9903;4
16992996;2022-01-02 03:41:18;1;2;2022;3;41;18;27.41;66;16052;24.32;7.78;12;0.171;6.9914;4
16993115;2022-01-02 03:46:27;1;2;2022;3;46;27;27.57;67;15854;24.32;7.78;12;0.171;6.9917;4
16993228;2022-01-02 03:51:37;1;2;2022;3;51;37;27.66;66;9735;24.34;7.73;12;0.169;6.993;3.96
16993348;2022-01-02 03:56:47;1;2;2022;3;56;47;27.49;67;10963;24.39;7.8;12;0.171;6.9945;3.99
16993682;2022-01-02 04:12:23;1;2;2022;4;12;23;27.71;64;5729;24.47;7.64;12;0.167;7.0019;3.93
16993795;2022-01-02 04:17:33;1;2;2022;4;17;33;27.72;64;7462;24.52;7.69;12;0.167;6.998;3.95
16993926;2022-01-02 04:22:43;1;2;2022;4;22;43;28.75;63;15554;24.57;7.78;12;0.169;6.9957;4
16994051;2022-01-02 04:27:53;1;2;2022;4;27;53;28.82;61;14209;24.62;7.64;12;0.165;6.9982;4
16994163;2022-01-02 04:33:02;1;2;2022;4;33;2;27.65;64;6591;24.67;7.73;12;0.167;7.0017;3.95
16994273;2022-01-02 04:38:12;1;2;2022;4;38;12;26.65;67;2923;24.67;7.82;12;0.169;7.0034;3.91
16994505;2022-01-02 04:48:39;1;2;2022;4;48;39;25.71;70;3816;24.77;7.75;12;0.167;7.0037;3.92
16995013;2022-01-02 05:10:12;1;2;2022;5;10;12;25.42;71;2546;24.92;7.64;12;0.163;7.0042;3.91
16995262;2022-01-02 05:20:59;1;2;2022;5;20;59;25.19;72;3782;25.07;7.78;12;0.165;7.0037;3.92
16995374;2022-01-02 05:26:11;1;2;2022;5;26;11;25.16;73;3923;25.07;7.73;12;0.164;7.0037;3.92
16995491;2022-01-02 05:31:23;1;2;2022;5;31;23;26.07;71;14158;25.09;7.71;12;0.163;7.0001;3.9
16995618;2022-01-02 05:36:34;1;2;2022;5;36;34;27.43;67;15710;25.14;7.69;12;0.162;7.0017;3.9
16995858;2022-01-02 05:47:08;1;2;2022;5;47;8;27.12;66;10941;25.22;7.8;12;0.164;7.0015;3.9
16996094;2022-01-02 05:57:28;1;2;2022;5;57;28;27.68;64;12713;25.24;7.69;12;0.162;7.0027;3.9
16996343;2022-01-02 06:07:54;1;2;2022;6;7;54;26.8;66;6599;25.32;7.71;12;0.161;7.0078;3.95
16996469;2022-01-02 06:13:05;1;2;2022;6;13;5;26.92;67;4032;25.34;7.62;12;0.159;7.0076;3.93
16996589;2022-01-02 06:18:16;1;2;2022;6;18;16;26.13;69;5932;25.34;7.69;12;0.161;7.008;3.95
16996706;2022-01-02 06:23:27;1;2;2022;6;23;27;25.9;70;5159;25.39;7.62;12;0.159;7.0083;3.94
16996940;2022-01-02 06:34:02;1;2;2022;6;34;2;25.87;71;7457;25.44;7.62;12;0.158;7.0068;3.9
16997068;2022-01-02 06:39:14;1;2;2022;6;39;14;26.7;67;17004;25.44;7.59;12;0.158;7.0061;3.9
16997300;2022-01-02 06:49:35;1;2;2022;6;49;35;26.77;66;11972;25.52;7.75;12;0.161;7.0068;3.9
16997415;2022-01-02 06:54:46;1;2;2022;6;54;46;27.2;65;12454;25.52;7.66;12;0.159;7.0052;3.9
16997545;2022-01-02 06:59:56;1;2;2022;6;59;56;27.43;62;14048;25.57;7.62;12;0.157;7.0082;3.9
16997673;2022-01-02 07:05:07;1;2;2022;7;5;7;27.47;63;9837;25.59;7.59;12;0.157;7.0098;3.9
16997791;2022-01-02 07:10:17;1;2;2022;7;10;17;27.84;63;10928;25.62;7.66;12;0.158;7.0084;3.9
16997907;2022-01-02 07:15:27;1;2;2022;7;15;27;27.79;63;9158;25.67;7.69;12;0.158;7.0106;3.9
