Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Battery_voltage
16961383;2022-01-01 07:02:57;1;1;2022;7;2;57;26.42;71;1290;23.61;21.19;295;0.197;;3.91
16961543;2022-01-01 07:09:35;1;1;2022;7;9;35;26.36;71;1919;23.63;21.5;295;0.199;;3.92
16961831;2022-01-01 07:21:38;1;1;2022;7;21;38;25.77;73;1717;23.63;21.38;295;0.199;;3.91
16961938;2022-01-01 07:26:11;1;1;2022;7;26;11;25.35;74;1786;23.63;21.56;295;0.2;;3.92
16962052;2022-01-01 07:30:42;1;1;2022;7;30;42;25.74;74;2187;23.63;21.56;295;0.2;;3.92
16962104;2022-01-01 07:32:51;1;1;2022;7;32;51;25.9;72;1964;23.63;21.44;294;0.199;;3.92
16962383;2022-01-01 07:44:15;1;1;2022;7;44;15;25.44;74;2000;23.63;21.38;294;0.199;;3.9
16962493;2022-01-01 07:48:52;1;1;2022;7;48;52;25.42;74;5647;23.63;21.5;295;0.199;;3.9
16962610;2022-01-01 07:53:30;1;1;2022;7;53;30;26.4;72;2832;23.63;21.56;295;0.2;;3.91
16962834;2022-01-01 08:02:31;1;1;2022;8;2;31;25.83;73;3309;23.66;21.94;294;0.202;;3.92
16962896;2022-01-01 08:04:40;1;1;2022;8;4;40;25.97;73;4020;23.66;21.5;295;0.199;;3.93
16962954;2022-01-01 08:06:55;1;1;2022;8;6;55;25.94;74;2634;23.66;21.5;289;0.199;;3.91
16963065;2022-01-01 08:11:24;1;1;2022;8;11;24;25.67;74;3949;23.68;21.38;295;0.199;;3.93
16963406;2022-01-01 08:25:16;1;1;2022;8;25;16;25.59;74;1824;23.68;21.5;295;0.199;;3.9
16963581;2022-01-01 08:32:10;1;1;2022;8;32;10;25.17;76;2244;23.68;21.5;295;0.199;;3.91
16963759;2022-01-01 08:38:56;1;1;2022;8;38;56;25.12;77;3497;23.71;21.5;294;0.199;;3.92
16963817;2022-01-01 08:41:05;1;1;2022;8;41;5;25.22;75;3261;23.68;21.38;295;0.199;;3.92
16963882;2022-01-01 08:43:33;1;1;2022;8;43;33;25.3;75;1733;23.66;21.19;295;0.197;;3.9
16963946;2022-01-01 08:45:42;1;1;2022;8;45;42;25.01;76;1766;23.68;21.63;295;0.2;;3.9
16964163;2022-01-01 08:54:38;1;1;2022;8;54;38;24.6;77;1808;23.71;21.38;294;0.198;;3.9
16964225;2022-01-01 08:56:47;1;1;2022;8;56;47;24.43;78;1128;23.71;21.5;294;0.199;;3.89
16964339;2022-01-01 09:01:06;1;1;2022;9;1;6;24.14;79;1833;23.71;21.56;294;0.2;;3.9
16964390;2022-01-01 09:03:15;1;1;2022;9;3;15;24.38;78;1857;23.71;21.44;295;0.199;;3.9
16964505;2022-01-01 09:07:43;1;1;2022;9;7;43;24.57;77;1230;23.71;21.75;298;0.201;;3.89
16964802;2022-01-01 09:18:55;1;1;2022;9;18;55;24.01;79;1546;23.73;21.44;294;0.199;;3.9
16965062;2022-01-01 09:28:27;1;1;2022;9;28;27;23.96;78;998;23.71;21.56;295;0.2;;3.89
16965180;2022-01-01 09:32:52;1;1;2022;9;32;52;24.06;78;1078;23.71;21.44;295;0.199;;3.89
16965239;2022-01-01 09:35:02;1;1;2022;9;35;2;24.15;77;1166;23.73;21.69;294;0.2;;3.89
16965359;2022-01-01 09:39:28;1;1;2022;9;39;28;24.11;78;1006;23.73;21.19;294;0.197;;3.89
16965596;2022-01-01 09:48:24;1;1;2022;9;48;24;23.8;79;919;23.73;21.19;294;0.197;;3.89
16965770;2022-01-01 09:55:06;1;1;2022;9;55;6;23.53;80;841;23.76;21.5;294;0.199;;3.89
16965828;2022-01-01 09:57:16;1;1;2022;9;57;16;23.43;80;789;23.76;21.5;295;0.199;;3.89
16965880;2022-01-01 09:59:25;1;1;2022;9;59;25;23.36;80;767;23.76;21.38;294;0.198;;3.89
16965998;2022-01-01 10:03:57;1;1;2022;10;3;57;23.17;81;599;23.76;21.5;287;0.199;;3.89
16966131;2022-01-01 10:08:46;1;1;2022;10;8;46;23.01;81;494;23.76;21.13;294;0.197;;3.88
16966181;2022-01-01 10:10:55;1;1;2022;10;10;55;22.95;81;472;23.71;21.69;301;0.2;;3.88
16966433;2022-01-01 10:20:06;1;1;2022;10;20;6;22.72;82;300;23.79;21.31;293;0.198;;3.89
16966493;2022-01-01 10:22:28;1;1;2022;10;22;28;22.67;82;248;23.79;21.5;293;0.199;;3.89
16966621;2022-01-01 10:27:14;1;1;2022;10;27;14;22.58;82;157;23.86;21.75;293;0.201;;3.89
16966742;2022-01-01 10:31:45;1;1;2022;10;31;45;22.54;82;108;23.81;21.63;293;0.2;;3.88
16966920;2022-01-01 10:38:43;1;1;2022;10;38;43;22.37;83;38;23.81;21.13;294;0.197;;3.88
16966979;2022-01-01 10:40:52;1;1;2022;10;40;52;22.35;83;24;23.81;21.63;294;0.2;;3.89
16967034;2022-01-01 10:43:02;1;1;2022;10;43;2;22.37;83;14;23.81;21.13;294;0.197;;3.88
16967346;2022-01-01 10:54:58;1;1;2022;10;54;58;22.24;83;0;23.81;21.38;294;0.198;;3.88
16967411;2022-01-01 10:57:19;1;1;2022;10;57;19;22.22;83;0;23.84;21.69;294;0.2;;3.88
16967474;2022-01-01 10:59:29;1;1;2022;10;59;29;22.22;83;0;23.84;21.5;294;0.199;;3.88
16967592;2022-01-01 11:03:55;1;1;2022;11;3;55;22.23;84;0;23.84;21.31;293;0.198;;3.88
16967649;2022-01-01 11:06:14;1;1;2022;11;6;14;22.16;84;0;23.81;21.31;294;0.198;;3.88
16967709;2022-01-01 11:08:35;1;1;2022;11;8;35;22.09;84;0;23.81;21.63;294;0.2;;3.88
16967766;2022-01-01 11:10:57;1;1;2022;11;10;57;22.09;84;0;23.84;21.63;293;0.2;;3.88
16968012;2022-01-01 11:20:08;1;1;2022;11;20;8;21.98;85;0;23.84;21.31;294;0.198;;3.88
16968059;2022-01-01 11:22:25;1;1;2022;11;22;25;21.95;86;0;23.84;21.5;294;0.199;;3.88
16968126;2022-01-01 11:24:47;1;1;2022;11;24;47;21.97;85;0;23.84;21.13;293;0.196;;3.88
16968182;2022-01-01 11:26:57;1;1;2022;11;26;57;22.01;85;0;23.84;21.56;292;0.199;;3.88
16968308;2022-01-01 11:31:24;1;1;2022;11;31;24;21.92;85;0;23.84;21.56;294;0.199;;3.88
16968433;2022-01-01 11:35:51;1;1;2022;11;35;51;21.83;85;0;23.86;21.07;293;0.196;;3.88
16968546;2022-01-01 11:40:18;1;1;2022;11;40;18;21.84;85;0;23.86;21.13;293;0.196;;3.88
16968614;2022-01-01 11:42:35;1;1;2022;11;42;35;21.8;86;0;23.86;21.38;293;0.198;;3.88
16968683;2022-01-01 11:44:57;1;1;2022;11;44;57;21.8;85;0;23.86;21.63;293;0.2;;3.88
16968809;2022-01-01 11:49:36;1;1;2022;11;49;36;21.78;86;0;23.86;21.31;293;0.198;;3.88
16968864;2022-01-01 11:51:47;1;1;2022;11;51;47;21.77;86;0;23.86;21.56;293;0.199;;3.88
16968982;2022-01-01 11:56:21;1;1;2022;11;56;21;21.76;86;0;23.86;21.13;293;0.196;;3.88
16969038;2022-01-01 11:58:31;1;1;2022;11;58;31;21.76;86;0;23.86;21.38;293;0.198;;3.88
16969269;2022-01-01 12:07:32;1;1;2022;12;7;32;21.73;86;0;23.89;21.75;293;0.2;;3.88
16969377;2022-01-01 12:12:06;1;1;2022;12;12;6;21.66;87;0;23.89;21.63;292;0.2;;3.88
16969431;2022-01-01 12:14:16;1;1;2022;12;14;16;21.68;87;0;23.89;21.19;293;0.197;;3.88
16969483;2022-01-01 12:16:27;1;1;2022;12;16;27;21.7;87;0;23.89;21.01;292;0.196;;3.88
16969538;2022-01-01 12:18:38;1;1;2022;12;18;38;21.7;87;0;23.86;21.38;293;0.198;;3.88
16969593;2022-01-01 12:20:48;1;1;2022;12;20;48;21.7;87;0;23.91;21.5;293;0.199;;3.88
16969758;2022-01-01 12:27:25;1;1;2022;12;27;25;21.58;87;0;23.89;21.31;290;0.198;;3.88
16969820;2022-01-01 12:29:35;1;1;2022;12;29;35;21.52;88;0;23.89;21.44;292;0.198;;3.88
16969876;2022-01-01 12:31:46;1;1;2022;12;31;46;21.5;88;0;23.89;21.56;296;0.199;;3.88
16969926;2022-01-01 12:33:57;1;1;2022;12;33;57;21.47;88;0;23.89;21.38;292;0.198;;3.88
16969972;2022-01-01 12:36:07;1;1;2022;12;36;7;21.42;88;0;23.91;21.13;292;0.196;;3.88
16970027;2022-01-01 12:38:18;1;1;2022;12;38;18;21.36;89;0;23.86;21.56;293;0.199;;3.88
16970087;2022-01-01 12:40:28;1;1;2022;12;40;28;21.34;89;0;23.89;21.31;292;0.198;;3.88
16970145;2022-01-01 12:42:39;1;1;2022;12;42;39;21.36;89;0;23.91;21.56;292;0.199;;3.88
16970362;2022-01-01 12:51:55;1;1;2022;12;51;55;21.49;89;0;23.91;21.44;292;0.198;;3.88
16970426;2022-01-01 12:54:05;1;1;2022;12;54;5;21.45;89;0;23.91;21.5;293;0.199;;3.88
16970548;2022-01-01 12:58:33;1;1;2022;12;58;33;21.39;89;0;23.94;21.44;290;0.198;;3.88
16970670;2022-01-01 13:03:00;1;1;2022;13;3;0;21.35;89;0;23.91;21.19;292;0.197;;3.88
16970729;2022-01-01 13:05:11;1;1;2022;13;5;11;21.35;89;0;23.91;21.19;292;0.197;;3.88
16970900;2022-01-01 13:11:48;1;1;2022;13;11;48;21.18;90;0;23.91;21.38;292;0.198;;3.88
16970952;2022-01-01 13:13:58;1;1;2022;13;13;58;21.16;90;0;23.91;21.63;292;0.2;;3.88
16971012;2022-01-01 13:16:09;1;1;2022;13;16;9;21.1;90;0;23.94;21.19;292;0.197;;3.88
16971128;2022-01-01 13:20:44;1;1;2022;13;20;44;21.05;91;0;23.96;21.44;292;0.198;;3.88
16971240;2022-01-01 13:25:24;1;1;2022;13;25;24;21.04;91;0;23.91;21.13;292;0.196;;3.88
16971296;2022-01-01 13:27:35;1;1;2022;13;27;35;21.04;91;0;23.91;21.56;292;0.199;;3.88
16971510;2022-01-01 13:36:35;1;1;2022;13;36;35;21.11;91;0;23.91;21.69;292;0.2;;3.88
16971573;2022-01-01 13:38:46;1;1;2022;13;38;46;21.15;90;0;23.91;21.44;292;0.198;;3.88
16971623;2022-01-01 13:40:57;1;1;2022;13;40;57;21.07;91;0;23.91;21.5;292;0.199;;3.88
16971845;2022-01-01 13:50:01;1;1;2022;13;50;1;20.96;92;0;23.91;21.07;292;0.196;;3.88
16971852;2022-01-01 13:50:11;1;1;2022;13;50;11;20.96;92;0;23.91;21.07;292;0.196;;3.88
16971946;2022-01-01 13:54:31;1;1;2022;13;54;31;20.96;92;0;23.94;21.38;292;0.198;;3.88
16972064;2022-01-01 13:58:59;1;1;2022;13;58;59;20.94;92;0;23.91;21.38;291;0.198;;3.88
16972173;2022-01-01 14:03:26;1;1;2022;14;3;26;20.99;92;0;23.91;21.31;292;0.197;;3.88
16972294;2022-01-01 14:07:54;1;1;2022;14;7;54;21.02;91;0;23.91;21.19;292;0.197;;3.88
16972359;2022-01-01 14:10:10;1;1;2022;14;10;10;20.99;91;0;23.94;21.01;292;0.195;;3.88
16972401;2022-01-01 14:12:21;1;1;2022;14;12;21;21.02;91;0;23.94;21.38;292;0.198;;3.88
16972511;2022-01-01 14:16:42;1;1;2022;14;16;42;21.09;91;0;23.94;21.56;292;0.199;;3.88
16972560;2022-01-01 14:18:52;1;1;2022;14;18;52;21.15;91;0;23.96;21.63;291;0.199;;3.88
16972661;2022-01-01 14:23:26;1;1;2022;14;23;26;21.27;90;0;23.94;21.5;291;0.199;;3.88
16972760;2022-01-01 14:27:52;1;1;2022;14;27;52;21.31;90;0;23.91;21.5;291;0.199;;3.88
16972872;2022-01-01 14:32:21;1;1;2022;14;32;21;21.18;90;0;23.91;21.44;292;0.198;;3.88
16972917;2022-01-01 14:34:31;1;1;2022;14;34;31;21.06;91;0;23.94;21.5;291;0.199;;3.88
16973020;2022-01-01 14:38:59;1;1;2022;14;38;59;20.84;92;0;23.96;21.5;292;0.199;;3.88
16973068;2022-01-01 14:41:09;1;1;2022;14;41;9;20.77;93;0;23.91;21.44;292;0.198;;3.88
16973231;2022-01-01 14:47:53;1;1;2022;14;47;53;20.58;94;0;23.91;21.19;292;0.197;;3.88
16973281;2022-01-01 14:50:03;1;1;2022;14;50;3;20.57;94;0;23.94;21.13;292;0.196;;3.88
16973383;2022-01-01 14:54:39;1;1;2022;14;54;39;20.54;94;0;23.91;21.5;292;0.199;;3.88
16973428;2022-01-01 14:56:50;1;1;2022;14;56;50;20.53;94;0;23.94;21.38;292;0.198;;3.88
16973521;2022-01-01 15:01:10;1;1;2022;15;1;10;20.63;94;0;23.94;21.44;296;0.198;;3.88
16973690;2022-01-01 15:08:03;1;1;2022;15;8;3;20.75;93;0;23.91;21.44;292;0.198;;3.88
16973740;2022-01-01 15:10:14;1;1;2022;15;10;14;20.75;93;0;23.91;20.95;292;0.195;;3.88
16973840;2022-01-01 15:14:41;1;1;2022;15;14;41;20.81;92;0;23.94;21.31;288;0.197;;3.88
16973959;2022-01-01 15:19:24;1;1;2022;15;19;24;20.93;92;0;23.91;21.38;292;0.198;;3.88
16974063;2022-01-01 15:24:04;1;1;2022;15;24;4;20.99;91;0;23.91;21.56;284;0.199;;3.88
16974115;2022-01-01 15:26:15;1;1;2022;15;26;15;21.01;91;0;23.94;21.38;292;0.198;;3.88
16974166;2022-01-01 15:28:25;1;1;2022;15;28;25;20.98;91;0;23.91;21.5;292;0.199;;3.88
16974214;2022-01-01 15:30:36;1;1;2022;15;30;36;20.96;91;0;23.94;21.63;302;0.2;;3.88
16974323;2022-01-01 15:35:04;1;1;2022;15;35;4;20.96;91;0;23.91;21.38;291;0.198;;3.88
16974423;2022-01-01 15:39:31;1;1;2022;15;39;31;20.98;91;0;23.94;21.13;292;0.196;;3.88
16974701;2022-01-01 15:51:24;1;1;2022;15;51;24;21.01;91;0;23.94;21.56;292;0.199;;3.88
16974746;2022-01-01 15:53:34;1;1;2022;15;53;34;21.01;91;0;23.94;21.38;291;0.198;;3.88
16974797;2022-01-01 15:55:45;1;1;2022;15;55;45;21.01;91;0;23.94;21.38;291;0.198;;3.88
16975013;2022-01-01 16:05:07;1;1;2022;16;5;7;20.9;91;0;23.91;21.38;291;0.198;;3.87
16975177;2022-01-01 16:11:52;1;1;2022;16;11;52;21.03;90;0;23.91;21.44;291;0.198;;3.87
16975230;2022-01-01 16:14:14;1;1;2022;16;14;14;21;91;0;23.91;21.38;291;0.198;;3.87
16975277;2022-01-01 16:16:24;1;1;2022;16;16;24;20.93;91;0;23.91;21.38;291;0.198;;3.87
16975441;2022-01-01 16:23:09;1;1;2022;16;23;9;20.79;91;0;23.91;21.31;291;0.197;;3.87
16975487;2022-01-01 16:25:19;1;1;2022;16;25;19;20.73;92;0;23.91;21.19;291;0.197;;3.87
16975549;2022-01-01 16:27:35;1;1;2022;16;27;35;20.72;92;0;23.94;21.5;290;0.199;;3.87
16975695;2022-01-01 16:34:18;1;1;2022;16;34;18;20.69;92;0;23.91;21.38;291;0.198;;3.87
16975738;2022-01-01 16:36:29;1;1;2022;16;36;29;20.74;92;0;23.96;21.13;301;0.196;;3.87
16975798;2022-01-01 16:38:45;1;1;2022;16;38;45;20.75;92;0;23.94;21.19;291;0.197;;3.87
16976015;2022-01-01 16:48:09;1;1;2022;16;48;9;20.6;92;0;23.91;21.5;291;0.199;;3.87
16976067;2022-01-01 16:50:19;1;1;2022;16;50;19;20.59;93;0;23.89;21.31;291;0.198;;3.87
16976162;2022-01-01 16:54:45;1;1;2022;16;54;45;20.6;93;0;23.94;21.19;291;0.197;;3.87
16976211;2022-01-01 16:56:56;1;1;2022;16;56;56;20.62;92;0;23.91;21.19;291;0.197;;3.87
16976304;2022-01-01 17:01:23;1;1;2022;17;1;23;20.56;93;0;23.89;21.13;291;0.196;;3.87
16976357;2022-01-01 17:03:34;1;1;2022;17;3;34;20.58;93;0;23.94;21.38;288;0.198;;3.87
16976455;2022-01-01 17:08:02;1;1;2022;17;8;2;20.66;93;0;23.91;21.5;290;0.199;;3.87
16976710;2022-01-01 17:19:18;1;1;2022;17;19;18;20.9;91;0;23.89;21.19;291;0.197;;3.87
16976757;2022-01-01 17:21:28;1;1;2022;17;21;28;20.93;91;0;23.89;21.01;293;0.196;;3.87
16976813;2022-01-01 17:23:39;1;1;2022;17;23;39;20.94;91;0;23.89;21.38;291;0.198;;3.87
16976870;2022-01-01 17:25:49;1;1;2022;17;25;49;20.99;91;0;23.91;21.44;291;0.198;;3.87
16976917;2022-01-01 17:28:00;1;1;2022;17;28;0;20.96;91;0;23.91;21.44;291;0.198;;3.87
16977207;2022-01-01 17:39:53;1;1;2022;17;39;53;20.96;91;0;23.91;21.19;290;0.197;;3.87
16977253;2022-01-01 17:42:03;1;1;2022;17;42;3;20.98;91;0;23.89;21.31;291;0.198;;3.87
16977360;2022-01-01 17:46:30;1;1;2022;17;46;30;20.81;91;0;23.89;21.44;297;0.198;;3.87
16977521;2022-01-01 17:53:17;1;1;2022;17;53;17;20.57;93;0;23.89;21.56;290;0.199;;3.87
16977578;2022-01-01 17:55:28;1;1;2022;17;55;28;20.54;93;0;23.91;21.38;300;0.198;;3.87
16977623;2022-01-01 17:57:39;1;1;2022;17;57;39;20.49;93;0;23.89;21.19;290;0.197;;3.87
16977776;2022-01-01 18:04:16;1;1;2022;18;4;16;20.7;92;0;23.86;21.75;290;0.201;;3.87
16977839;2022-01-01 18:06:27;1;1;2022;18;6;27;20.73;92;0;23.89;21.44;291;0.198;;3.87
16977893;2022-01-01 18:08:38;1;1;2022;18;8;38;20.75;92;0;23.89;21.44;290;0.198;;3.87
16978006;2022-01-01 18:13:06;1;1;2022;18;13;6;20.79;92;0;23.91;21.13;290;0.196;;3.87
16978160;2022-01-01 18:19:50;1;1;2022;18;19;50;20.85;91;0;23.89;21.19;284;0.197;;3.87
16978324;2022-01-01 18:26:28;1;1;2022;18;26;28;20.86;91;0;23.89;21.38;289;0.198;;3.87
16978390;2022-01-01 18:28:38;1;1;2022;18;28;38;20.87;91;0;23.89;21.38;290;0.198;;3.87
16978504;2022-01-01 18:33:06;1;1;2022;18;33;6;20.88;91;0;23.89;21.19;289;0.197;;3.87
16978555;2022-01-01 18:35:17;1;1;2022;18;35;17;20.9;91;0;23.86;21.19;290;0.197;;3.87
16978610;2022-01-01 18:37:28;1;1;2022;18;37;28;20.94;91;0;23.89;21.38;290;0.198;;3.87
16978663;2022-01-01 18:39:38;1;1;2022;18;39;38;20.91;91;0;23.86;21.5;290;0.199;;3.87
16978814;2022-01-01 18:46:23;1;1;2022;18;46;23;20.75;92;0;23.89;21.13;289;0.196;;3.87
16978917;2022-01-01 18:50:49;1;1;2022;18;50;49;20.72;92;0;23.86;21.19;289;0.197;;3.87
16978975;2022-01-01 18:53:07;1;1;2022;18;53;7;20.7;92;0;23.86;21.13;290;0.196;;3.87
16979025;2022-01-01 18:55:18;1;1;2022;18;55;18;20.64;92;0;23.86;21.56;289;0.199;;3.87
16979073;2022-01-01 18:57:29;1;1;2022;18;57;29;20.6;93;0;23.86;21.31;290;0.198;;3.87
16979130;2022-01-01 18:59:40;1;1;2022;18;59;40;20.65;93;0;23.86;21.38;290;0.198;;3.87
16979176;2022-01-01 19:01:50;1;1;2022;19;1;50;20.64;92;0;23.86;21.07;289;0.196;;3.87
16979234;2022-01-01 19:04:08;1;1;2022;19;4;8;20.58;93;0;23.86;21.13;290;0.196;;3.87
16979337;2022-01-01 19:08:28;1;1;2022;19;8;28;20.45;93;0;23.86;21.13;289;0.196;;3.87
16979389;2022-01-01 19:10:39;1;1;2022;19;10;39;20.47;93;0;23.86;21.19;290;0.197;;3.87
16979488;2022-01-01 19:15:05;1;1;2022;19;15;5;20.41;94;0;23.86;21.07;290;0.196;;3.87
16979534;2022-01-01 19:17:16;1;1;2022;19;17;16;20.35;94;0;23.86;21.5;283;0.199;;3.87
16979639;2022-01-01 19:21:44;1;1;2022;19;21;44;20.33;94;0;23.84;21.38;289;0.198;;3.87
16979836;2022-01-01 19:30:46;1;1;2022;19;30;46;20.47;93;0;23.81;21.44;290;0.199;;3.87
16979935;2022-01-01 19:35:22;1;1;2022;19;35;22;20.64;93;0;23.84;21.07;289;0.196;;3.87
16979984;2022-01-01 19:37:33;1;1;2022;19;37;33;20.66;92;0;23.84;21.13;289;0.196;;3.87
16980041;2022-01-01 19:39:44;1;1;2022;19;39;44;20.69;92;0;23.84;21.44;289;0.199;;3.87
16980096;2022-01-01 19:41:55;1;1;2022;19;41;55;20.69;92;0;23.89;21.31;289;0.198;;3.87
16980192;2022-01-01 19:46:23;1;1;2022;19;46;23;20.73;92;0;23.84;21.19;289;0.197;;3.87
16980246;2022-01-01 19:48:33;1;1;2022;19;48;33;20.75;92;0;23.84;21.07;290;0.196;;3.87
16980359;2022-01-01 19:53:20;1;1;2022;19;53;20;20.77;92;0;23.91;21.31;289;0.197;;3.87
16980406;2022-01-01 19:55:30;1;1;2022;19;55;30;20.72;92;0;23.84;21.13;289;0.196;;3.87
16980512;2022-01-01 19:59:58;1;1;2022;19;59;58;20.54;93;0;23.84;21.19;289;0.197;;3.87
16980558;2022-01-01 20:02:15;1;1;2022;20;2;15;20.47;93;0;23.86;21.01;288;0.196;;3.87
16980604;2022-01-01 20:04:25;1;1;2022;20;4;25;20.56;93;0;23.84;21.31;289;0.198;;3.87
16980663;2022-01-01 20:06:36;1;1;2022;20;6;36;20.63;93;0;23.84;21.19;299;0.197;;3.87
16980714;2022-01-01 20:08:47;1;1;2022;20;8;47;20.69;93;0;23.81;21.5;289;0.199;;3.87
16980768;2022-01-01 20:10:58;1;1;2022;20;10;58;20.65;93;0;23.84;21.19;289;0.197;;3.87
16980866;2022-01-01 20:15:18;1;1;2022;20;15;18;20.64;93;0;23.81;21.38;289;0.198;;3.87
16980916;2022-01-01 20:17:29;1;1;2022;20;17;29;20.69;93;0;23.81;21.38;289;0.198;;3.87
16980976;2022-01-01 20:19:40;1;1;2022;20;19;40;20.81;92;0;23.81;21.19;289;0.197;;3.87
16981022;2022-01-01 20:21:51;1;1;2022;20;21;51;20.89;92;0;23.84;20.95;289;0.195;;3.87
16981125;2022-01-01 20:26:26;1;1;2022;20;26;26;21.01;92;0;23.86;21.44;289;0.198;;3.86
16981170;2022-01-01 20:28:37;1;1;2022;20;28;37;21.01;92;0;23.81;21.13;289;0.197;;3.86
16981219;2022-01-01 20:30:48;1;1;2022;20;30;48;21.05;91;0;23.81;21.5;289;0.199;;3.86
16981271;2022-01-01 20:32:59;1;1;2022;20;32;59;21.09;91;0;23.84;21.07;289;0.196;;3.86
16981369;2022-01-01 20:37:19;1;1;2022;20;37;19;21.19;90;0;23.81;21.01;289;0.196;;3.86
16981484;2022-01-01 20:41:58;1;1;2022;20;41;58;21.2;90;0;23.81;21.38;289;0.198;;3.86
16981602;2022-01-01 20:46:50;1;1;2022;20;46;50;21.19;90;0;23.81;20.95;289;0.195;;3.86
