Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Battery_voltage
16979008;2022-01-01 18:54:17;1;1;2022;18;54;17;20.41;83;0;24.14;9.09;16;0.198;6.235;3.88
16979128;2022-01-01 18:59:37;1;1;2022;18;59;37;20.49;83;0;24.11;9.38;16;0.204;6.2347;3.88
16979259;2022-01-01 19:04:57;1;1;2022;19;4;57;20.5;83;0;24.09;9.19;16;0.201;6.2348;3.88
16979386;2022-01-01 19:10:22;1;1;2022;19;10;22;20.62;83;0;24.09;9.16;16;0.2;6.235;3.88
16979507;2022-01-01 19:15:42;1;1;2022;19;15;42;20.55;83;0;24.06;9.21;16;0.201;6.2346;3.88
16979624;2022-01-01 19:21:02;1;1;2022;19;21;2;20.46;83;0;24.06;9.36;16;0.204;6.2345;3.88
16979862;2022-01-01 19:31:48;1;1;2022;19;31;48;20.26;84;0;24.06;9.41;16;0.205;6.2345;3.88
16980228;2022-01-01 19:47:55;1;1;2022;19;47;55;20.14;85;0;24.01;9.24;16;0.202;6.2343;3.88
16980357;2022-01-01 19:53:15;1;1;2022;19;53;15;20.13;85;0;24.01;9.19;16;0.201;6.2343;3.88
16980482;2022-01-01 19:58:35;1;1;2022;19;58;35;20.19;85;0;24.01;9.04;16;0.198;6.2343;3.88
16980596;2022-01-01 20:03:55;1;1;2022;20;3;55;20.19;85;0;23.99;9.19;16;0.201;6.2344;3.88
16980727;2022-01-01 20:09:15;1;1;2022;20;9;15;20.26;85;0;24.01;9.16;16;0.201;6.2344;3.88
16980849;2022-01-01 20:14:35;1;1;2022;20;14;35;20.35;84;0;24.01;9.26;16;0.203;6.2348;3.88
16981100;2022-01-01 20:25:22;1;1;2022;20;25;22;20.47;84;0;23.99;9.06;16;0.199;6.2348;3.88
16981473;2022-01-01 20:41:33;1;1;2022;20;41;33;20.7;83;0;23.94;9.21;16;0.202;6.2353;3.87
16981726;2022-01-01 20:52:19;1;1;2022;20;52;19;21.03;81;0;23.94;9.19;16;0.202;6.2359;3.87
16981849;2022-01-01 20:57:39;1;1;2022;20;57;39;20.95;82;0;23.94;9.24;16;0.203;6.2356;3.87
16982109;2022-01-01 21:08:43;1;1;2022;21;8;43;20.64;84;0;23.91;9.38;16;0.206;6.2355;3.87
16982375;2022-01-01 21:19:37;1;1;2022;21;19;37;20.32;85;0;23.91;9.09;16;0.2;6.2348;3.87
16982617;2022-01-01 21:30:23;1;1;2022;21;30;23;20.31;85;0;23.89;9.41;16;0.206;6.2349;3.87
16982857;2022-01-01 21:41:10;1;1;2022;21;41;10;20.34;85;0;23.89;9.09;16;0.2;6.2351;3.87
16982982;2022-01-01 21:46:30;1;1;2022;21;46;30;20.34;85;0;23.86;9.29;16;0.204;6.2352;3.87
16983103;2022-01-01 21:51:50;1;1;2022;21;51;50;20.4;85;0;23.86;9.16;16;0.202;6.2354;3.87
16983481;2022-01-01 22:08:02;1;1;2022;22;8;2;20.31;85;0;23.84;9.16;16;0.202;6.2351;3.87
16983840;2022-01-01 22:24:08;1;1;2022;22;24;8;20.22;86;0;23.84;9.04;16;0.2;6.2349;3.87
16984100;2022-01-01 22:35:00;1;1;2022;22;35;0;20.15;86;0;23.81;9.36;16;0.206;6.2346;3.87
16984214;2022-01-01 22:40:20;1;1;2022;22;40;20;20.14;86;0;23.84;9.24;16;0.203;6.2345;3.87
16984338;2022-01-01 22:45:40;1;1;2022;22;45;40;20.09;87;0;23.81;8.97;16;0.198;6.2345;3.87
16984459;2022-01-01 22:51:00;1;1;2022;22;51;0;20.03;87;0;23.81;9.19;16;0.203;6.2343;3.87
16984587;2022-01-01 22:56:20;1;1;2022;22;56;20;19.98;87;0;23.84;9.16;16;0.202;6.2343;3.87
16984711;2022-01-01 23:01:40;1;1;2022;23;1;40;19.95;87;11;23.76;8.99;16;0.199;6.2341;3.87
16984830;2022-01-01 23:07:01;1;1;2022;23;7;1;19.95;87;40;23.81;9.11;16;0.201;6.2342;3.87
16985165;2022-01-01 23:23:20;1;1;2022;23;23;20;20.09;87;237;23.79;9.02;16;0.2;6.2345;3.87
16985305;2022-01-01 23:28:41;1;1;2022;23;28;41;20.22;87;583;23.76;9.06;16;0.201;6.2345;3.87
16985421;2022-01-01 23:34:01;1;1;2022;23;34;1;20.39;86;706;23.76;9.29;16;0.205;6.2346;3.87
16985541;2022-01-01 23:39:21;1;1;2022;23;39;21;20.5;86;1332;23.79;9.29;16;0.205;6.2347;3.87
16985668;2022-01-01 23:44:41;1;1;2022;23;44;41;20.61;86;1599;23.76;8.99;16;0.199;6.2349;3.88
16985782;2022-01-01 23:50:00;1;1;2022;23;50;0;20.72;85;1059;23.73;9.11;16;0.202;6.2351;3.87
16985921;2022-01-01 23:55:20;1;1;2022;23;55;20;20.85;85;977;23.73;9.19;16;0.203;6.2352;3.87
16986276;2022-01-02 00:11:24;1;2;2022;0;11;24;21.29;82;3630;23.76;8.99;16;0.199;6.2361;3.9
16986396;2022-01-02 00:16:43;1;2;2022;0;16;43;21.55;81;4487;23.68;9.02;16;0.2;6.237;3.91
16986526;2022-01-02 00:22:02;1;2;2022;0;22;2;21.72;81;2655;23.73;9.31;16;0.206;6.2372;3.89
16986893;2022-01-02 00:38:10;1;2;2022;0;38;10;22.26;80;2697;23.68;8.97;16;0.199;6.239;3.89
16987533;2022-01-02 00:54:25;1;2;2022;0;54;25;22.73;78;3154;23.68;9.29;16;0.206;6.2411;3.9
16989590;2022-01-02 01:21:13;1;2;2022;1;21;13;23.13;76;3081;23.66;8.99;16;0.2;6.2444;3.9
16989723;2022-01-02 01:26:31;1;2;2022;1;26;31;23.27;75;2956;23.66;8.99;15;0.2;6.2456;3.9
16989857;2022-01-02 01:31:49;1;2;2022;1;31;49;23.55;74;3490;23.66;9.06;16;0.201;6.2469;3.91
16990113;2022-01-02 01:42:48;1;2;2022;1;42;48;24.13;73;4238;23.68;9.36;16;0.207;6.2492;3.91
16990253;2022-01-02 01:48:16;1;2;2022;1;48;16;24.42;71;4710;23.61;9.04;16;0.201;6.2504;3.92
16990513;2022-01-02 01:58:50;1;2;2022;1;58;50;24.48;71;7209;23.66;8.97;16;0.2;6.2519;3.88
16990655;2022-01-02 02:04:07;1;2;2022;2;4;7;24.64;70;6209;23.66;9.16;16;0.203;6.2526;3.93
16990783;2022-01-02 02:09:24;1;2;2022;2;9;24;24.89;69;7446;23.66;9.11;16;0.202;6.2538;3.88
16990900;2022-01-02 02:14:40;1;2;2022;2;14;40;25.2;68;8439;23.63;8.97;16;0.2;6.2554;3.88
16991028;2022-01-02 02:19:56;1;2;2022;2;19;56;24.55;70;7074;23.66;8.97;16;0.2;6.2545;3.88
16991293;2022-01-02 02:30:36;1;2;2022;2;30;36;24.85;69;9583;23.66;9.31;16;0.206;6.2575;3.88
16991546;2022-01-02 02:41:17;1;2;2022;2;41;17;25.09;68;10510;23.66;9.19;16;0.204;6.2596;3.88
16991797;2022-01-02 02:51:49;1;2;2022;2;51;49;25.62;66;8003;23.66;8.97;15;0.2;6.2605;3.88
16992186;2022-01-02 03:07:48;1;2;2022;3;7;48;26.09;64;8797;23.63;9.26;16;0.205;6.2662;3.88
16992319;2022-01-02 03:13:03;1;2;2022;3;13;3;26.12;64;12521;23.66;8.87;16;0.198;6.2662;3.88
16992449;2022-01-02 03:18:19;1;2;2022;3;18;19;26.98;62;7694;23.66;8.9;16;0.198;6.2698;3.93
16992569;2022-01-02 03:23:34;1;2;2022;3;23;34;26.68;62;15990;23.68;9.41;16;0.208;6.2705;3.88
16993193;2022-01-02 03:50:05;1;2;2022;3;50;5;28.61;57;34290;23.71;8.97;16;0.199;6.2787;3.88
16993310;2022-01-02 03:55:19;1;2;2022;3;55;19;29.38;57;33513;23.73;9.21;16;0.204;6.2808;3.88
16993548;2022-01-02 04:05:58;1;2;2022;4;5;58;28.7;57;33574;23.71;9.24;16;0.204;6.2818;3.88
16993653;2022-01-02 04:11:12;1;2;2022;4;11;12;29.05;56;15718;23.73;8.92;16;0.198;6.2814;3.88
16993765;2022-01-02 04:16:26;1;2;2022;4;16;26;28.83;56;25984;23.73;9.04;16;0.2;6.2823;3.88
16993902;2022-01-02 04:21:40;1;2;2022;4;21;40;28.78;56;34960;23.76;9.21;16;0.203;6.2836;3.88
16994252;2022-01-02 04:37:32;1;2;2022;4;37;32;27.17;58;7061;23.73;9.24;16;0.204;6.2808;3.88
16994493;2022-01-02 04:48:08;1;2;2022;4;48;8;25.93;62;9005;23.84;9.02;16;0.199;6.2772;3.88
16994883;2022-01-02 05:04:25;1;2;2022;5;4;25;25.95;61;4135;23.91;9.14;16;0.201;6.2737;3.91
16995003;2022-01-02 05:09:41;1;2;2022;5;9;41;25.71;62;6329;23.91;9.09;16;0.2;6.2726;3.93
16995483;2022-01-02 05:30:57;1;2;2022;5;30;57;26.07;63;13778;24.01;8.92;16;0.196;6.2722;3.88
16995610;2022-01-02 05:36:13;1;2;2022;5;36;13;27.47;59;37509;24.04;9.02;16;0.198;6.2732;3.88
16995725;2022-01-02 05:41:28;1;2;2022;5;41;28;27.89;58;24701;24.06;9.19;16;0.201;6.275;3.88
16995970;2022-01-02 05:52:03;1;2;2022;5;52;3;27.65;57;27320;24.11;9.09;16;0.199;6.277;3.88
16996210;2022-01-02 06:02:45;1;2;2022;6;2;45;27.66;57;11419;24.16;8.9;16;0.195;6.2795;3.88
16996344;2022-01-02 06:08:00;1;2;2022;6;8;0;26.91;58;22583;24.16;8.78;16;0.192;6.2772;3.88
16996476;2022-01-02 06:13:15;1;2;2022;6;13;15;26.91;59;8711;24.22;8.97;15;0.196;6.2778;3.88
16996712;2022-01-02 06:23:45;1;2;2022;6;23;45;26.33;61;11615;24.22;8.99;16;0.196;6.2752;3.88
16996826;2022-01-02 06:29:00;1;2;2022;6;29;0;25.93;62;8944;24.24;8.85;16;0.193;6.2731;3.88
16996941;2022-01-02 06:34:15;1;2;2022;6;34;15;25.9;61;16617;24.24;9.04;16;0.197;6.2735;3.88
16997075;2022-01-02 06:39:31;1;2;2022;6;39;31;26.32;60;28262;24.27;9.19;16;0.199;6.2736;3.88
16997429;2022-01-02 06:55:27;1;2;2022;6;55;27;27.5;57;23301;24.34;8.99;16;0.195;6.2774;3.88
16997563;2022-01-02 07:00:42;1;2;2022;7;0;42;27.57;56;21760;24.34;8.92;16;0.194;6.2807;3.88
16997693;2022-01-02 07:05:57;1;2;2022;7;5;57;27.89;57;21698;24.34;8.73;16;0.19;6.2833;3.88
16998058;2022-01-02 07:21:50;1;2;2022;7;21;50;27.39;58;25393;24.42;9.26;16;0.2;6.2842;3.88
16998448;2022-01-02 07:37:46;1;2;2022;7;37;46;27.6;57;13978;24.47;8.94;16;0.193;6.285;3.88
16998566;2022-01-02 07:43:01;1;2;2022;7;43;1;27.32;57;16361;24.44;8.78;16;0.19;6.2846;3.88
16998946;2022-01-02 07:59:18;1;2;2022;7;59;18;27.69;57;11340;24.54;8.85;16;0.191;6.2878;3.88
16999178;2022-01-02 08:09:54;1;2;2022;8;9;54;27.2;58;4690;24.62;8.8;16;0.189;6.2843;3.91
16999429;2022-01-02 08:20:38;1;2;2022;8;20;38;26.81;61;7085;24.62;8.85;16;0.19;6.2822;3.93
16999559;2022-01-02 08:25:53;1;2;2022;8;25;53;25.98;63;6152;24.72;8.85;16;0.19;6.2785;3.93
16999809;2022-01-02 08:36:30;1;2;2022;8;36;30;26.55;61;4054;24.69;9.26;16;0.198;6.2782;3.91
16999931;2022-01-02 08:41:45;1;2;2022;8;41;45;25.98;61;6418;24.69;9.02;16;0.193;6.276;3.88
17000197;2022-01-02 08:52:22;1;2;2022;8;52;22;25.37;63;3233;24.72;8.73;16;0.187;6.274;3.89
17000464;2022-01-02 09:03:01;1;2;2022;9;3;1;25.04;64;4091;24.77;8.97;15;0.192;6.2717;3.91
17000614;2022-01-02 09:08:17;1;2;2022;9;8;17;25.07;64;4983;24.82;9.19;16;0.196;6.2706;3.92
17000903;2022-01-02 09:18:56;1;2;2022;9;18;56;24.44;66;4586;24.82;9.06;15;0.193;6.2685;3.91
17001174;2022-01-02 09:30:00;1;2;2022;9;30;0;24.47;65;4445;24.79;9.16;15;0.195;6.2676;3.91
17001459;2022-01-02 09:40:48;1;2;2022;9;40;48;24.17;67;2790;24.84;9.21;15;0.196;6.2661;3.9
17001884;2022-01-02 09:56:45;1;2;2022;9;56;45;23.71;68;2790;24.87;8.99;15;0.191;6.264;3.9
17002021;2022-01-02 10:02:03;1;2;2022;10;2;3;23.57;68;1870;24.89;9.14;15;0.194;6.2634;3.89
17002432;2022-01-02 10:18:18;1;2;2022;10;18;18;23.03;71;936;24.87;9.16;15;0.195;6.2605;3.88
