Identificator;Date;Month;Day;Year;Hour;Minute;Second;Temperature;Relative_humidity;Vapor_Pressure_Deficit;Light;Soil_temperature;Permittivity;Electroconductivity;Volumetric_water_content;Diameter;Photosynthetically_Active_Radiation;Battery_voltage
16968950;2022-01-01 11:55:12;1;1;2022;11;55;12;21.46;77;0.59;0;24.79;9.31;16;0.198;6.2472;0;3.88
16969089;2022-01-01 12:00:32;1;1;2022;12;0;32;21.5;77;0.59;0;24.79;9.51;16;0.202;6.2469;0;3.88
16969494;2022-01-01 12:16:42;1;1;2022;12;16;42;21.49;77;0.59;0;24.64;9.14;16;0.196;6.2462;0;3.88
16969630;2022-01-01 12:22:02;1;1;2022;12;22;2;21.51;77;0.59;0;24.67;9.24;16;0.198;6.246;0;3.88
16970028;2022-01-01 12:38:19;1;1;2022;12;38;19;21.5;78;0.56;0;24.64;9.14;16;0.196;6.2449;0;3.88
16970169;2022-01-01 12:43:39;1;1;2022;12;43;39;21.46;78;0.56;0;24.62;9.36;16;0.2;6.2449;0;3.88
16970432;2022-01-01 12:54:23;1;1;2022;12;54;23;21.45;79;0.54;0;24.62;9.41;16;0.201;6.2442;0;3.88
16970584;2022-01-01 12:59:43;1;1;2022;12;59;43;21.38;79;0.53;0;24.62;9.38;16;0.201;6.2437;0;3.88
16970724;2022-01-01 13:05:02;1;1;2022;13;5;2;21.33;79;0.53;0;24.62;9.48;16;0.203;6.2432;0;3.88
16970864;2022-01-01 13:10:22;1;1;2022;13;10;22;21.51;78;0.56;0;24.62;9.16;16;0.196;6.2432;0;3.88
16970996;2022-01-01 13:15:41;1;1;2022;13;15;41;21.54;78;0.57;0;24.59;9.31;16;0.2;6.243;0;3.88
16971263;2022-01-01 13:26:20;1;1;2022;13;26;20;21.32;79;0.53;0;24.57;9.11;16;0.196;6.2422;0;3.88
16971390;2022-01-01 13:31:39;1;1;2022;13;31;39;21.29;79;0.53;0;24.57;9.33;16;0.2;6.2423;0;3.88
16971520;2022-01-01 13:36:58;1;1;2022;13;36;58;21.23;80;0.5;0;24.52;9.09;16;0.196;6.2419;0;3.88
16971781;2022-01-01 13:47:44;1;1;2022;13;47;44;21.25;80;0.51;0;24.52;9.36;16;0.201;6.2418;0;3.88
16972048;2022-01-01 13:58:29;1;1;2022;13;58;29;21.23;80;0.5;0;24.52;9.33;16;0.2;6.2415;0;3.88
16972330;2022-01-01 14:09:14;1;1;2022;14;9;14;21.37;79;0.53;0;24.52;9.26;16;0.199;6.2415;0;3.88
16972587;2022-01-01 14:20:00;1;1;2022;14;20;0;21.08;80;0.5;0;24.52;9.24;16;0.199;6.2406;0;3.88
16972707;2022-01-01 14:25:26;1;1;2022;14;25;26;20.92;81;0.47;0;24.49;9.09;16;0.196;6.2403;0;3.88
16972713;2022-01-01 14:25:37;1;1;2022;14;25;37;20.92;81;0.47;0;24.49;9.09;16;0.196;6.2403;0;3.88
16972843;2022-01-01 14:30:57;1;1;2022;14;30;57;20.91;81;0.47;0;24.49;9.06;16;0.195;6.24;0;3.88
16973091;2022-01-01 14:41:42;1;1;2022;14;41;42;21.02;81;0.47;0;24.44;9.36;16;0.202;6.2399;0;3.88
16973210;2022-01-01 14:47:02;1;1;2022;14;47;2;20.98;81;0.47;0;24.44;8.99;16;0.194;6.2394;0;3.88
16973332;2022-01-01 14:52:21;1;1;2022;14;52;21;20.96;81;0.47;0;24.44;9.38;16;0.202;6.2393;0;3.88
16973578;2022-01-01 15:03:14;1;1;2022;15;3;14;20.87;82;0.44;0;24.47;9.14;16;0.197;6.2388;0;3.88
16973954;2022-01-01 15:19:20;1;1;2022;15;19;20;20.56;83;0.41;0;24.42;9.24;16;0.199;6.2378;0;3.88
16974463;2022-01-01 15:41:04;1;1;2022;15;41;4;20.56;83;0.41;0;24.37;9.09;16;0.197;6.2372;0;3.88
16974839;2022-01-01 15:57:17;1;1;2022;15;57;17;20.61;82;0.44;0;24.34;9.46;16;0.204;6.236;0;3.88
16975084;2022-01-01 16:07:57;1;1;2022;16;7;57;20.6;82;0.44;0;24.29;9.11;16;0.198;6.2356;0;3.88
16975215;2022-01-01 16:13:17;1;1;2022;16;13;17;20.56;82;0.44;0;24.34;9.29;16;0.201;6.2357;0;3.88
16975462;2022-01-01 16:24:03;1;1;2022;16;24;3;20.79;81;0.47;0;24.34;9.21;16;0.199;6.2361;0;3.88
16975584;2022-01-01 16:29:23;1;1;2022;16;29;23;20.96;81;0.47;0;24.32;9.33;16;0.202;6.2361;0;3.88
16975705;2022-01-01 16:34:43;1;1;2022;16;34;43;20.98;81;0.47;0;24.32;9.09;16;0.197;6.2362;0;3.88
16975831;2022-01-01 16:40:02;1;1;2022;16;40;2;20.98;81;0.47;0;24.32;9.38;16;0.203;6.2363;0;3.88
16975954;2022-01-01 16:45:22;1;1;2022;16;45;22;20.85;81;0.47;0;24.32;9.09;16;0.197;6.236;0;3.88
16976306;2022-01-01 17:01:27;1;1;2022;17;1;27;20.72;82;0.44;0;24.27;9.41;16;0.204;6.2358;0;3.88
16976430;2022-01-01 17:06:47;1;1;2022;17;6;47;20.81;81;0.47;0;24.24;8.99;16;0.196;6.236;0;3.88
16976554;2022-01-01 17:12:13;1;1;2022;17;12;13;20.7;82;0.44;0;24.24;9.33;16;0.202;6.2357;0;3.88
16976803;2022-01-01 17:23:18;1;1;2022;17;23;18;20.59;82;0.44;0;24.22;9.33;16;0.203;6.2357;0;3.88
16976930;2022-01-01 17:28:38;1;1;2022;17;28;38;20.51;83;0.41;0;24.22;9.43;16;0.204;6.2356;0;3.88
16977058;2022-01-01 17:33:58;1;1;2022;17;33;58;20.44;83;0.41;0;24.24;9.36;16;0.203;6.2355;0;3.88
16977196;2022-01-01 17:39:17;1;1;2022;17;39;17;20.46;83;0.41;0;24.22;9.21;16;0.2;6.2356;0;3.88
16977316;2022-01-01 17:44:37;1;1;2022;17;44;37;20.56;83;0.41;0;24.22;9.04;16;0.197;6.2356;0;3.88
16977573;2022-01-01 17:55:17;1;1;2022;17;55;17;20.48;83;0.41;0;24.19;9.09;16;0.198;6.2353;0;3.88
16977826;2022-01-01 18:06:04;1;1;2022;18;6;4;20.37;83;0.41;0;24.14;9.11;16;0.199;6.2351;0;3.88
16977966;2022-01-01 18:11:24;1;1;2022;18;11;24;20.35;84;0.38;0;24.16;9.06;16;0.198;6.2351;0;3.88
16978089;2022-01-01 18:16:44;1;1;2022;18;16;44;20.32;83;0.41;0;24.14;9.24;16;0.201;6.235;0;3.88
16978224;2022-01-01 18:22:04;1;1;2022;18;22;4;20.31;83;0.41;0;24.16;9.14;16;0.199;6.2349;0;3.88
16978495;2022-01-01 18:32:50;1;1;2022;18;32;50;20.26;83;0.4;0;24.11;9.04;16;0.198;6.2346;0;3.88
16978882;2022-01-01 18:48:57;1;1;2022;18;48;57;20.44;83;0.41;0;24.11;9.19;16;0.201;6.2349;0;3.88
16979008;2022-01-01 18:54:17;1;1;2022;18;54;17;20.41;83;0.41;0;24.14;9.09;16;0.198;6.235;0;3.88
16979128;2022-01-01 18:59:37;1;1;2022;18;59;37;20.49;83;0.41;0;24.11;9.38;16;0.204;6.2347;0;3.88
16979259;2022-01-01 19:04:57;1;1;2022;19;4;57;20.5;83;0.41;0;24.09;9.19;16;0.201;6.2348;0;3.88
16979386;2022-01-01 19:10:22;1;1;2022;19;10;22;20.62;83;0.41;0;24.09;9.16;16;0.2;6.235;0;3.88
16979507;2022-01-01 19:15:42;1;1;2022;19;15;42;20.55;83;0.41;0;24.06;9.21;16;0.201;6.2346;0;3.88
16979624;2022-01-01 19:21:02;1;1;2022;19;21;2;20.46;83;0.41;0;24.06;9.36;16;0.204;6.2345;0;3.88
16979862;2022-01-01 19:31:48;1;1;2022;19;31;48;20.26;84;0.38;0;24.06;9.41;16;0.205;6.2345;0;3.88
16980228;2022-01-01 19:47:55;1;1;2022;19;47;55;20.14;85;0.35;0;24.01;9.24;16;0.202;6.2343;0;3.88
16980357;2022-01-01 19:53:15;1;1;2022;19;53;15;20.13;85;0.35;0;24.01;9.19;16;0.201;6.2343;0;3.88
16980482;2022-01-01 19:58:35;1;1;2022;19;58;35;20.19;85;0.35;0;24.01;9.04;16;0.198;6.2343;0;3.88
16980596;2022-01-01 20:03:55;1;1;2022;20;3;55;20.19;85;0.35;0;23.99;9.19;16;0.201;6.2344;0;3.88
16980727;2022-01-01 20:09:15;1;1;2022;20;9;15;20.26;85;0.36;0;24.01;9.16;16;0.201;6.2344;0;3.88
16980849;2022-01-01 20:14:35;1;1;2022;20;14;35;20.35;84;0.38;0;24.01;9.26;16;0.203;6.2348;0;3.88
16981100;2022-01-01 20:25:22;1;1;2022;20;25;22;20.47;84;0.39;0;23.99;9.06;16;0.199;6.2348;0;3.88
16981473;2022-01-01 20:41:33;1;1;2022;20;41;33;20.7;83;0.42;0;23.94;9.21;16;0.202;6.2353;0;3.87
16981726;2022-01-01 20:52:19;1;1;2022;20;52;19;21.03;81;0.47;0;23.94;9.19;16;0.202;6.2359;0;3.87
16981849;2022-01-01 20:57:39;1;1;2022;20;57;39;20.95;82;0.45;0;23.94;9.24;16;0.203;6.2356;0;3.87
16982109;2022-01-01 21:08:43;1;1;2022;21;8;43;20.64;84;0.39;0;23.91;9.38;16;0.206;6.2355;0;3.87
16982375;2022-01-01 21:19:37;1;1;2022;21;19;37;20.32;85;0.36;0;23.91;9.09;16;0.2;6.2348;0;3.87
16982617;2022-01-01 21:30:23;1;1;2022;21;30;23;20.31;85;0.36;0;23.89;9.41;16;0.206;6.2349;0;3.87
16982857;2022-01-01 21:41:10;1;1;2022;21;41;10;20.34;85;0.36;0;23.89;9.09;16;0.2;6.2351;0;3.87
16982982;2022-01-01 21:46:30;1;1;2022;21;46;30;20.34;85;0.36;0;23.86;9.29;16;0.204;6.2352;0;3.87
16983103;2022-01-01 21:51:50;1;1;2022;21;51;50;20.4;85;0.36;0;23.86;9.16;16;0.202;6.2354;0;3.87
16983481;2022-01-01 22:08:02;1;1;2022;22;8;2;20.31;85;0.36;0;23.84;9.16;16;0.202;6.2351;0;3.87
16983840;2022-01-01 22:24:08;1;1;2022;22;24;8;20.22;86;0.33;0;23.84;9.04;16;0.2;6.2349;0;3.87
16984100;2022-01-01 22:35:00;1;1;2022;22;35;0;20.15;86;0.33;0;23.81;9.36;16;0.206;6.2346;0;3.87
16984214;2022-01-01 22:40:20;1;1;2022;22;40;20;20.14;86;0.33;0;23.84;9.24;16;0.203;6.2345;0;3.87
16984338;2022-01-01 22:45:40;1;1;2022;22;45;40;20.09;87;0.31;0;23.81;8.97;16;0.198;6.2345;0;3.87
16984459;2022-01-01 22:51:00;1;1;2022;22;51;0;20.03;87;0.3;0;23.81;9.19;16;0.203;6.2343;0;3.87
16984587;2022-01-01 22:56:20;1;1;2022;22;56;20;19.98;87;0.3;0;23.84;9.16;16;0.202;6.2343;0;3.87
16984711;2022-01-01 23:01:40;1;1;2022;23;1;40;19.95;87;0.3;11;23.76;8.99;16;0.199;6.2341;0.61;3.87
16984830;2022-01-01 23:07:01;1;1;2022;23;7;1;19.95;87;0.3;40;23.81;9.11;16;0.201;6.2342;2.22;3.87
16985165;2022-01-01 23:23:20;1;1;2022;23;23;20;20.09;87;0.31;237;23.79;9.02;16;0.2;6.2345;13.17;3.87
16985305;2022-01-01 23:28:41;1;1;2022;23;28;41;20.22;87;0.31;583;23.76;9.06;16;0.201;6.2345;32.39;3.87
16985421;2022-01-01 23:34:01;1;1;2022;23;34;1;20.39;86;0.34;706;23.76;9.29;16;0.205;6.2346;39.22;3.87
16985541;2022-01-01 23:39:21;1;1;2022;23;39;21;20.5;86;0.34;1332;23.79;9.29;16;0.205;6.2347;74;3.87
16985668;2022-01-01 23:44:41;1;1;2022;23;44;41;20.61;86;0.34;1599;23.76;8.99;16;0.199;6.2349;88.83;3.88
16985782;2022-01-01 23:50:00;1;1;2022;23;50;0;20.72;85;0.37;1059;23.73;9.11;16;0.202;6.2351;58.83;3.87
16985921;2022-01-01 23:55:20;1;1;2022;23;55;20;20.85;85;0.37;977;23.73;9.19;16;0.203;6.2352;54.28;3.87
16986276;2022-01-02 00:11:24;1;2;2022;0;11;24;21.29;82;0.46;3630;23.76;8.99;16;0.199;6.2361;201.67;3.9
16986396;2022-01-02 00:16:43;1;2;2022;0;16;43;21.55;81;0.49;4487;23.68;9.02;16;0.2;6.237;249.28;3.91
16986526;2022-01-02 00:22:02;1;2;2022;0;22;2;21.72;81;0.49;2655;23.73;9.31;16;0.206;6.2372;147.5;3.89
16986893;2022-01-02 00:38:10;1;2;2022;0;38;10;22.26;80;0.54;2697;23.68;8.97;16;0.199;6.239;149.83;3.89
16987533;2022-01-02 00:54:25;1;2;2022;0;54;25;22.73;78;0.61;3154;23.68;9.29;16;0.206;6.2411;175.22;3.9
16989590;2022-01-02 01:21:13;1;2;2022;1;21;13;23.13;76;0.68;3081;23.66;8.99;16;0.2;6.2444;171.17;3.9
16989723;2022-01-02 01:26:31;1;2;2022;1;26;31;23.27;75;0.71;2956;23.66;8.99;15;0.2;6.2456;164.22;3.9
16989857;2022-01-02 01:31:49;1;2;2022;1;31;49;23.55;74;0.76;3490;23.66;9.06;16;0.201;6.2469;193.89;3.91
16990113;2022-01-02 01:42:48;1;2;2022;1;42;48;24.13;73;0.81;4238;23.68;9.36;16;0.207;6.2492;235.44;3.91
16990253;2022-01-02 01:48:16;1;2;2022;1;48;16;24.42;71;0.89;4710;23.61;9.04;16;0.201;6.2504;261.67;3.92
16990513;2022-01-02 01:58:50;1;2;2022;1;58;50;24.48;71;0.89;7209;23.66;8.97;16;0.2;6.2519;400.5;3.88
16990655;2022-01-02 02:04:07;1;2;2022;2;4;7;24.64;70;0.93;6209;23.66;9.16;16;0.203;6.2526;344.94;3.93
16990783;2022-01-02 02:09:24;1;2;2022;2;9;24;24.89;69;0.98;7446;23.66;9.11;16;0.202;6.2538;413.67;3.88
16990900;2022-01-02 02:14:40;1;2;2022;2;14;40;25.2;68;1.03;8439;23.63;8.97;16;0.2;6.2554;468.83;3.88
16991028;2022-01-02 02:19:56;1;2;2022;2;19;56;24.55;70;0.93;7074;23.66;8.97;16;0.2;6.2545;393;3.88
16991293;2022-01-02 02:30:36;1;2;2022;2;30;36;24.85;69;0.97;9583;23.66;9.31;16;0.206;6.2575;532.39;3.88
16991546;2022-01-02 02:41:17;1;2;2022;2;41;17;25.09;68;1.02;10510;23.66;9.19;16;0.204;6.2596;583.89;3.88
16991797;2022-01-02 02:51:49;1;2;2022;2;51;49;25.62;66;1.12;8003;23.66;8.97;15;0.2;6.2605;444.61;3.88
16992186;2022-01-02 03:07:48;1;2;2022;3;7;48;26.09;64;1.22;8797;23.63;9.26;16;0.205;6.2662;488.72;3.88
16992319;2022-01-02 03:13:03;1;2;2022;3;13;3;26.12;64;1.22;12521;23.66;8.87;16;0.198;6.2662;695.61;3.88
16992449;2022-01-02 03:18:19;1;2;2022;3;18;19;26.98;62;1.35;7694;23.66;8.9;16;0.198;6.2698;427.44;3.93
16992569;2022-01-02 03:23:34;1;2;2022;3;23;34;26.68;62;1.33;15990;23.68;9.41;16;0.208;6.2705;888.33;3.88
16993193;2022-01-02 03:50:05;1;2;2022;3;50;5;28.61;57;1.68;34290;23.71;8.97;16;0.199;6.2787;1905;3.88
16993310;2022-01-02 03:55:19;1;2;2022;3;55;19;29.38;57;1.76;33513;23.73;9.21;16;0.204;6.2808;1861.83;3.88
16993548;2022-01-02 04:05:58;1;2;2022;4;5;58;28.7;57;1.69;33574;23.71;9.24;16;0.204;6.2818;1865.22;3.88
16993653;2022-01-02 04:11:12;1;2;2022;4;11;12;29.05;56;1.77;15718;23.73;8.92;16;0.198;6.2814;873.22;3.88
16993765;2022-01-02 04:16:26;1;2;2022;4;16;26;28.83;56;1.75;25984;23.73;9.04;16;0.2;6.2823;1443.56;3.88
16993902;2022-01-02 04:21:40;1;2;2022;4;21;40;28.78;56;1.74;34960;23.76;9.21;16;0.203;6.2836;1942.22;3.88
16994252;2022-01-02 04:37:32;1;2;2022;4;37;32;27.17;58;1.51;7061;23.73;9.24;16;0.204;6.2808;392.28;3.88
16994493;2022-01-02 04:48:08;1;2;2022;4;48;8;25.93;62;1.27;9005;23.84;9.02;16;0.199;6.2772;500.28;3.88
16994883;2022-01-02 05:04:25;1;2;2022;5;4;25;25.95;61;1.31;4135;23.91;9.14;16;0.201;6.2737;229.72;3.91
16995003;2022-01-02 05:09:41;1;2;2022;5;9;41;25.71;62;1.26;6329;23.91;9.09;16;0.2;6.2726;351.61;3.93
16995483;2022-01-02 05:30:57;1;2;2022;5;30;57;26.07;63;1.25;13778;24.01;8.92;16;0.196;6.2722;765.44;3.88
16995610;2022-01-02 05:36:13;1;2;2022;5;36;13;27.47;59;1.5;37509;24.04;9.02;16;0.198;6.2732;2083.83;3.88
16995725;2022-01-02 05:41:28;1;2;2022;5;41;28;27.89;58;1.58;24701;24.06;9.19;16;0.201;6.275;1372.28;3.88
16995970;2022-01-02 05:52:03;1;2;2022;5;52;3;27.65;57;1.59;27320;24.11;9.09;16;0.199;6.277;1517.78;3.88
16996210;2022-01-02 06:02:45;1;2;2022;6;2;45;27.66;57;1.59;11419;24.16;8.9;16;0.195;6.2795;634.39;3.88
16996344;2022-01-02 06:08:00;1;2;2022;6;8;0;26.91;58;1.49;22583;24.16;8.78;16;0.192;6.2772;1254.61;3.88
16996476;2022-01-02 06:13:15;1;2;2022;6;13;15;26.91;59;1.45;8711;24.22;8.97;15;0.196;6.2778;483.94;3.88
16996712;2022-01-02 06:23:45;1;2;2022;6;23;45;26.33;61;1.34;11615;24.22;8.99;16;0.196;6.2752;645.28;3.88
